,0,1,2
0,-2.719222,-30.756987,-3.6954627
1,20.048424,8.897811,-20.419409
2,-20.215075,-2.0809166,-15.000801
3,-26.334196,-27.284502,2.3325844
4,-5.996671,-3.5714788,9.643804
5,7.0077095,-27.9741,2.5136228
6,-23.52123,-28.729294,-4.1295414
7,-23.416424,22.947153,19.680313
8,-13.302373,-13.486345,-25.833717
9,-28.498507,-31.567944,15.580511
10,-23.381474,-31.877905,-2.9351223
11,1.7889606,-19.867567,-0.38232294
12,-19.127611,-0.20966521,-12.83356
13,-16.658226,-2.022157,2.8745244
14,-27.925858,9.350711,30.845434
15,-27.925602,9.350673,30.845041
16,-16.495653,21.217588,6.3329625
17,-16.551338,21.782469,5.691298
18,-35.599293,-11.3683,-7.0311265
19,-25.088379,-28.25091,-1.2463526
20,19.730118,-34.664364,11.342852
21,-4.1222463,-23.561298,-13.333434
22,-23.030685,-28.811842,-2.1377027
23,-18.120958,-0.24530025,5.851115
24,-20.61761,-16.758612,-7.9717364
25,8.80232,-20.217255,1.3452634
26,14.67695,-24.591042,-6.4323983
27,-27.599508,-14.963107,-14.432236
28,-10.183205,5.9636683,-21.143875
29,-28.498674,-31.56788,15.580191
30,-26.349457,-27.351484,2.1981356
31,-24.30445,17.956491,-6.668303
32,1.6123388,-1.9543505,-17.804789
33,-37.21537,-10.954642,-9.799943
34,-23.253643,-26.102997,1.6601243
35,-10.618716,24.595932,19.49272
36,9.784885,-20.494173,2.149521
37,6.4112887,9.628431,4.701665
38,-18.172434,1.3114675,7.4372554
39,10.702414,-8.655271,-9.379324
40,-13.175491,-4.2888427,-31.491283
41,-25.806225,-27.40111,-4.680375
42,6.096126,-9.254322,-12.277053
43,-17.12128,16.913973,28.097675
44,6.2195053,11.1814575,-18.124784
45,-23.842205,23.506477,20.127106
46,19.407763,-6.742599,-35.142982
47,0.7203692,-2.0089815,-17.914589
48,-3.148792,-15.409918,11.716852
49,-32.0339,-14.178147,-13.713642
50,-25.144526,17.095514,11.044021
51,-4.057632,5.9511085,-7.3104105
52,-6.5994387,1.7609566,7.417993
53,-36.532215,-10.900942,-8.553365
54,6.39948,-29.513828,2.119947
55,-22.791677,38.09566,5.235916
56,-21.377491,37.338535,5.0131226
57,-8.950083,31.790869,6.2945867
58,-19.035528,31.303389,14.008524
59,-10.891908,24.106787,18.565765
60,-38.503796,-10.77643,-6.301084
61,-25.193518,23.306164,24.686647
62,-3.1379476,-22.812237,27.764544
63,25.004791,-12.728813,-9.969392
64,-25.526495,25.139624,21.309658
65,-19.8947,-5.065892,-17.901798
66,-15.549208,30.889328,13.921046
67,26.715374,-11.99145,-9.929699
68,-31.911734,-15.766934,-15.5789385
69,-31.437914,-15.180376,-15.072919
70,-6.6086054,1.8092742,7.3943253
71,-19.785818,33.144062,11.692806
72,-26.406515,23.71311,21.762526
73,16.336008,28.994823,-12.717502
74,15.45498,43.49259,2.4022803
75,-37.60782,-1.3988336,-1.9811411
76,-37.59853,-1.3778416,-1.962152
77,25.604122,16.27608,-17.625214
78,25.62273,10.150325,-2.8663557
79,-18.170103,26.399141,2.5210025
80,1.481861,13.312039,-19.66842
81,-22.60476,16.369057,11.409218
82,26.87474,17.842241,-22.848577
83,-20.194923,1.3746489,-11.959118
84,-8.59935,30.349218,5.675565
85,23.282,-15.033012,-10.013127
86,-15.476454,32.73864,13.788879
87,6.4584613,-15.25854,-1.43677
88,-12.275497,40.781612,-5.7025127
89,8.717782,11.509445,-18.638233
90,2.2355106,15.776181,-20.034447
91,-17.50995,25.414886,1.4559997
92,5.3317814,-4.3896594,49.047173
93,25.056408,16.717726,-18.498348
94,-27.457287,22.955538,19.461374
95,-36.609203,0.8750072,0.07540124
96,15.690464,43.018654,1.579169
97,24.509214,20.28791,-20.271357
98,-16.764212,23.960005,3.2083378
99,4.969814,-28.989864,2.373027
100,13.015878,-22.93929,-5.6840205
101,-27.858133,22.509127,19.096611
102,-15.857951,31.793571,13.348229
103,-30.71689,-14.280972,-15.240281
104,23.15499,-13.629864,-10.122523
105,8.139313,-21.165154,1.121443
106,8.443661,-18.829279,0.61826056
107,-20.850784,-27.9994,-3.5252178
108,-24.398277,38.95836,5.4672103
109,-7.42775,8.10886,-23.042189
110,24.65781,19.386477,-20.117655
111,16.477842,18.405096,-20.522524
112,-26.321037,-28.059551,0.5773544
113,10.900134,12.828503,-19.560057
114,-25.357485,26.60009,20.953892
115,-9.545922,30.805666,8.571466
116,-19.167282,32.628944,12.328694
117,-23.667944,16.672983,11.254522
118,-28.411175,27.014622,12.037455
119,-18.255722,31.883133,13.251926
120,16.29272,42.90191,0.93731195
121,-17.736757,31.874655,13.252635
122,-36.724514,-12.63931,-8.004269
123,-7.0964713,-2.0556061,8.694845
124,-18.055061,-2.6718678,3.5297897
125,-5.052232,-2.2009952,8.299767
126,-13.969911,16.235416,26.112986
127,13.191961,-23.114801,-5.7635293
128,-20.194994,0.4854817,-12.729832
129,-22.690117,-26.712282,-0.65789557
130,-13.356178,-0.62856036,-30.91695
131,-20.73154,-0.6164017,-12.272142
132,-8.777368,30.753359,6.0337353
133,18.370205,5.1585,-13.2338
134,3.340284,-17.933784,-11.216415
135,-26.341005,10.39198,-0.8561163
136,-3.4178953,-30.34253,-4.2261596
137,19.591873,-6.9782166,-34.376747
138,-16.888529,25.265863,1.7703379
139,7.4088073,-17.822002,0.8584983
140,5.699213,-16.576479,-0.580723
141,-14.546097,14.410136,-12.868174
142,16.416702,-9.8901005,-31.141582
143,-23.437843,-31.143469,-2.9418163
144,18.954538,13.022994,-20.890339
145,7.7660723,12.181049,-18.671377
146,16.204641,14.368026,-20.40639
147,-9.336572,30.875525,7.8066425
148,7.150484,12.466898,-18.677286
149,-13.354472,-0.64996225,-30.920155
150,-1.9897099,9.459129,-8.811936
151,-24.10967,16.799908,11.191265
152,-18.05971,-1.2406225,4.8523564
153,-36.581673,-11.309808,-7.9457455
154,24.806555,18.46701,-19.897585
155,-19.361874,-3.4255702,4.0027122
156,-18.808636,-1.7567317,2.4130168
157,22.795856,-13.384473,-10.996727
158,-7.418938,-14.478666,-29.17434
159,-20.501823,-28.838041,-10.020328
160,24.161327,5.5462923,-15.843473
161,6.481346,-29.52882,2.1785636
162,-17.964907,-2.5994523,3.5170393
163,-24.48182,27.277407,23.413479
164,-21.123806,1.2145803,-10.123206
