,0,1,2
262,54.57664,-39.699818,9.061671
263,-3.9991796,-70.06694,-28.150152
264,58.359688,4.761576,-51.52688
265,39.345547,-2.9409063,-29.056812
266,69.50872,-39.44315,-15.740681
267,80.90081,-17.397835,-1.8582587
268,30.24804,-59.410275,-31.504595
269,-68.42367,-19.038574,12.797844
270,62.086933,-43.21396,-20.300804
271,48.19046,8.316062,-37.742794
272,36.808083,12.019896,-72.97991
273,-50.6229,63.745213,19.993265
274,-14.169524,-66.47524,-32.607754
275,-19.071533,38.125233,-3.8360565
276,0.9384587,22.797426,-77.85887
277,23.429844,1.4916849,-11.134555
278,17.055601,-51.968277,-42.90929
279,67.47788,-32.904377,1.5966848
280,61.222214,-2.9224803,8.419744
281,65.88841,7.3121696,-1.0423228
282,32.47276,-53.350002,-46.8872
283,26.483446,11.525205,-21.409203
284,68.08891,2.1623492,-2.8521235
285,50.68382,-11.247587,-60.674683
286,-11.817434,48.45794,-6.5815787
287,-61.053047,-0.11891675,8.390254
288,-57.1547,-19.097761,15.651478
289,23.129314,14.846093,-13.3256445
290,-57.230255,21.657068,26.397804
291,39.56298,-1.4040825,-50.919186
292,0.7858716,-73.44745,60.311718
293,31.404383,59.066196,-69.235146
294,19.162294,-67.96257,9.4208355
295,71.892296,-3.3702097,-22.172583
296,24.431923,-50.733574,-42.590096
297,-3.8044517,-79.28844,-21.023096
298,4.3243217,-4.8951044,-86.023636
299,36.94296,-48.602108,-41.11262
300,37.010723,-60.433605,-22.90343
301,63.412663,-24.169907,-4.507648
302,-52.76968,13.808141,-19.474586
303,55.561745,-20.65999,16.905169
304,-0.4871838,-54.216923,31.395454
305,2.8163037,12.577459,16.590206
306,76.7853,-20.114433,-7.8977017
307,-27.449968,57.053383,17.66973
308,27.164381,-28.762856,-60.988613
309,-46.990047,67.17547,25.795053
310,73.429276,-34.51061,-16.46079
311,34.04796,-40.30293,-42.653534
312,66.99048,-43.69041,-19.804564
313,20.59295,-9.029475,-4.8939376
314,-51.630657,64.1317,28.18622
315,4.8576465,-49.279945,-52.194897
316,7.1140156,-80.59186,-11.077313
317,-6.4476914,20.59348,-76.78379
318,55.763966,-28.27432,-6.7576895
319,35.388767,-28.601751,-40.362427
320,31.674496,16.511124,-70.89477
321,-35.643684,5.0517755,-14.470799
322,-12.835606,-80.38363,62.567295
323,57.904083,-12.4142475,-12.862361
324,18.559235,-29.521059,-59.774788
325,-18.312725,-29.576574,-58.68421
326,64.40153,-43.172447,-10.293486
327,18.249794,12.125753,-16.69389
328,33.011086,-15.355156,-39.710407
329,58.163177,-37.755573,-18.260303
330,-52.136173,-24.984549,12.16298
331,58.219486,-43.276855,0.0884812
332,23.224363,-1.6612765,-72.41373
333,7.612642,-34.07724,-54.42676
334,37.83717,-11.061131,-32.867817
335,51.82847,0.71706504,-21.450266
336,53.976246,-38.713642,16.697773
337,36.907368,-17.00797,-9.198076
338,12.250078,10.748528,-53.218063
339,56.259853,1.2693281,-6.882411
340,48.136265,-38.390865,-10.3831215
341,28.167404,10.837059,-67.09794
342,57.930794,-14.169479,-32.711006
343,68.21388,-12.740149,-8.251493
344,40.998726,-11.003507,-52.446476
345,56.395435,-20.439594,-33.883152
346,31.886316,-28.873089,-46.395596
347,-63.742336,61.352093,-1.5928522
348,61.7689,-41.507187,-31.122355
349,59.089115,-4.9415903,-20.585548
350,45.278774,2.0806522,-35.617455
351,-64.84058,-7.735168,11.813631
352,75.740005,-30.486557,-8.101959
353,-60.687492,-19.767916,9.9286785
354,45.494617,-11.185653,-56.56488
355,13.702818,-53.24818,3.8108988
356,-21.149427,60.577602,4.7142487
357,28.67196,-46.561954,-56.301517
358,23.922138,-60.47302,-45.356377
359,21.920298,-48.931656,-51.194088
360,55.570946,-32.5755,-28.333054
361,-3.935261,40.103565,-25.536081
362,54.95356,3.256873,2.766171
363,6.6965103,-52.287445,7.6035376
364,51.491375,-7.1440697,-14.061239
365,-23.262955,-77.33249,-40.52113
366,24.01683,-13.939149,-63.94363
367,-3.6204991,-41.92357,-68.47882
368,-16.75518,-76.97225,-41.860336
369,13.434537,19.950962,-50.473343
370,69.83511,-5.609412,-20.963472
371,1.0993322,-75.371956,-17.26145
372,27.52281,-6.826972,-58.412807
373,52.352985,-20.65944,-22.397467
374,60.27824,-12.004422,-48.19652
375,-14.706118,-74.57786,-32.96452
376,-5.8551803,-80.37553,-30.148615
377,20.583109,-7.6428757,-28.783657
378,-11.824333,40.853703,-14.194322
379,50.89938,-48.311195,-29.156626
380,0.32499012,-26.95599,32.977062
381,42.100796,-3.1514435,-36.758614
382,5.645053,-79.582756,65.50812
383,58.09355,-14.795515,5.773188
384,68.97155,-16.038193,-16.416239
385,-16.93059,-82.87524,-43.24457
386,-24.042173,-4.6020575,-23.206964
387,52.800476,-39.295383,-21.403137
388,72.21308,-22.839418,-13.025069
389,63.335228,10.411655,-10.22135
390,56.52601,-28.045778,-32.936256
391,6.8467197,-15.771764,-19.98059
392,56.55133,-8.690206,-45.059067
393,53.2056,-45.138954,-17.655432
394,4.705472,23.534542,11.151724
395,35.209705,-5.5178676,-39.69812
396,64.62324,-48.985176,-1.1515203
397,9.51995,37.981033,-35.832108
398,-24.566256,-83.20665,-39.776505
399,51.929996,-29.291538,-19.12614
400,58.627304,-2.2153008,-45.97586
401,51.341682,2.2929685,-28.873821
402,52.121613,12.394659,-16.357645
403,-44.975437,59.111298,11.811064
404,26.191013,-5.964466,-67.798515
405,33.379887,-54.65862,-35.321117
406,29.523336,-9.762311,-35.129368
407,63.643845,-6.5893717,16.268888
408,-19.852287,66.68648,4.0039454
409,-25.70169,53.181217,17.605217
410,-59.362164,50.4379,18.002504
411,-14.962133,-74.19857,-23.57297
412,44.134342,-44.74207,-44.5588
413,24.449255,-36.528206,-40.12289
414,62.866703,-32.743553,-22.533947
415,27.72443,3.7817237,-64.38647
416,66.829895,5.2401223,-11.799458
417,31.40833,-47.811104,-41.879143
418,24.021442,-6.54058,-76.78911
419,44.42071,-43.00316,-36.42273
420,53.253452,-40.32953,0.778392
421,3.285917,34.416603,-26.471857
422,74.30441,-14.31681,-31.317009
423,45.508682,-9.991243,-33.219807
424,59.22333,-2.4354212,-52.644756
425,71.72831,-8.014238,-36.037296
426,-22.396513,-70.304886,-37.73279
427,-73.55464,-5.4042087,7.1732464
428,-3.5702033,33.99648,-45.547794
429,34.07696,-17.269009,-48.429558
430,46.049263,-2.0369964,-47.7584
431,-3.4928317,-44.89325,-63.481964
432,-7.5802126,44.12197,-9.487255
433,-4.5201335,-32.50696,-61.87718
434,21.17388,7.3690515,1.8945783
435,-8.230399,-72.82497,-23.148668
436,35.200043,-57.27857,-17.497583
437,67.51859,-30.703133,-5.2380037
438,16.944609,-7.185972,-4.0304747
439,26.076468,-20.93194,-59.902065
440,23.982159,-67.24468,-47.20349
441,-14.597649,51.855587,8.479042
442,39.55723,-26.441414,-48.430058
443,13.475282,-26.002659,4.86839
444,34.545708,-46.555157,-34.407356
445,-37.450882,62.10373,13.177678
446,66.39271,-13.395589,7.0673003
447,2.1695957,-31.863478,-50.695786
448,32.51649,-19.762392,-59.26934
449,45.00396,-16.247953,-11.045549
450,-62.130928,-17.895544,3.1459563
451,-9.3801775,-72.80641,-32.974216
452,61.326687,2.4170089,-14.889988
453,-69.35907,-20.423025,-2.4500382
454,-23.257755,53.55569,3.7174761
455,-63.580982,-28.15846,3.8851724
456,28.347708,-4.261222,9.189314
457,54.42666,-17.072712,15.020579
458,31.800367,-13.742666,-74.03677
459,-10.60895,-81.289055,-7.301798
460,-70.317955,-36.412216,4.5186377
461,-71.14019,-10.625481,9.61158
462,-29.81505,1.2229872,-85.475365
463,-57.499542,7.0422306,7.8215146
464,58.100826,-43.78357,-26.760042
465,76.99165,-15.376545,-17.296856
466,-54.72599,-40.72885,7.095472
467,-57.11254,55.031128,19.074429
468,-59.249588,-30.673943,19.627914
469,-59.224163,-30.154425,13.282172
470,-74.32468,-38.94245,6.8345995
471,31.396593,-55.139805,-56.32329
472,4.7635694,-7.350304,-58.689888
473,-59.36964,61.23043,1.9588895
474,-37.098557,-61.395485,-3.4869995
475,18.08333,5.458594,-12.6227865
476,-33.229797,51.881187,10.579256
477,-14.590835,64.06598,-8.290103
478,6.121209,-77.21846,70.14971
479,37.048187,-35.763355,-26.131176
480,-10.009978,-78.17612,67.29167
481,31.789331,-38.59974,-29.927069
482,-10.977032,-72.64444,65.36776
483,28.152966,-3.5208466,-21.101862
484,-5.84816,37.925964,-31.960503
485,-15.463152,45.609238,4.354345
486,-28.522896,63.945835,17.276354
487,31.971724,-19.165499,-13.84596
488,45.864994,-10.89856,-8.629563
489,48.826523,-17.814585,-11.1427145
490,63.324436,-9.399381,-16.392775
491,70.60108,-2.095432,7.816384
492,-8.781058,-61.810295,-48.91171
493,34.18487,5.0199122,-13.77224
494,26.23448,-42.254013,-53.668957
495,73.00921,-23.519743,-18.37763
496,75.61271,-29.221365,-23.305443
497,-3.155271,-45.64976,-73.395134
498,-58.800526,-37.660355,10.036323
499,-22.600044,24.238575,-8.14165
500,-35.675114,22.178017,21.038315
501,15.31494,54.15165,52.756115
502,43.464535,15.7738495,-5.753957
503,14.353959,-34.50743,-86.78071
504,-5.6514554,30.240442,58.904972
505,-35.247112,19.407698,54.287495
506,-47.880043,50.68878,33.89428
507,4.775188,62.36296,17.13994
508,23.072512,15.152114,-77.01416
509,-2.4275656,30.764673,-15.104347
510,-15.000265,-2.2104976,-60.963985
511,-23.643377,6.0443735,-56.01088
512,33.554253,-24.691738,10.347064
513,20.43766,-4.3610406,-83.7062
514,-30.33889,15.918864,-59.547398
515,-20.591133,-2.7370322,54.58449
516,-13.032674,-43.51761,-60.32127
517,-23.961561,15.985957,65.001045
518,-8.120894,-10.943986,-5.7034035
519,17.842104,35.456974,-63.903828
520,-59.757637,18.729996,-2.6960046
521,7.1861315,-16.975214,17.03989
522,-3.5408819,52.652256,36.009647
523,-23.904737,5.226386,50.957138
524,-12.680279,-7.05056,-14.515971
525,-0.9325205,15.013484,-85.89137
526,1.1621917,43.103004,42.491253
527,-20.506765,29.468073,57.44946
528,-4.3934417,30.625061,38.169315
529,-11.210692,44.859997,-31.38553
530,21.086765,34.808773,62.144726
531,-4.2575536,-28.397371,-74.77801
532,26.759687,2.1480327,3.9245176
533,24.793402,-28.626205,-73.21064
534,2.8925753,31.578783,59.184856
535,-0.32588992,-72.97515,-37.923794
536,-34.300896,-9.231745,-44.63245
537,-17.833366,35.893475,51.938194
538,-11.885369,7.1293488,-82.973854
539,-4.7245674,36.561012,-86.8456
540,10.508284,23.613468,36.173832
541,-28.49118,12.499086,70.730125
542,-20.769775,75.14699,17.817993
543,-27.93356,55.277527,53.164318
544,-5.7181125,7.0592375,-81.30897
545,-35.597935,28.59556,44.432827
546,30.362177,35.82278,-60.75697
547,16.15182,-41.442352,-64.72862
548,-19.390036,47.432117,23.793102
549,-29.000359,-2.7574227,-68.091705
550,53.731133,65.441345,-5.400868
551,63.991386,3.675847,-37.672028
552,-13.498075,35.211323,64.5752
553,-1.108985,11.602303,5.8830647
554,16.846872,23.79672,-78.33073
555,8.865377,-15.166148,-79.37612
556,8.995295,21.209908,-80.78543
557,9.12603,73.98278,10.125388
558,-7.0115848,24.717463,-63.511715
559,9.055374,-9.813512,16.664345
560,-21.52549,58.720116,61.456745
561,20.45767,-15.885716,12.650192
562,14.9745455,21.766674,-41.73303
563,-20.582512,54.803947,-45.50318
564,-29.624973,18.575556,-85.382805
565,24.667477,80.835464,-9.222121
566,13.084601,-28.592262,-84.01518
567,-38.98637,-23.057167,-41.17489
568,6.8768764,34.99144,46.293724
569,21.610493,-0.5119596,9.66608
570,-26.30089,14.62336,54.605484
571,-27.019543,4.253727,33.612423
572,1.0347766,48.03374,-45.63236
573,-23.672539,30.547113,52.36769
574,11.647011,2.8488688,6.180114
575,6.4483314,80.62015,35.604565
576,-8.997634,57.920364,11.726527
577,-1.7685572,-33.4435,44.94715
578,5.036658,36.09495,71.355156
579,-43.55068,4.259745,-56.418224
580,-27.675547,28.242262,67.96456
581,8.517902,-19.396124,-73.73645
582,-35.766296,-0.9535099,-25.59842
583,55.438126,56.444675,1.5411037
584,18.407341,29.781096,-71.961716
585,12.089673,15.205179,-1.5569831
586,-15.508217,5.815653,54.30477
587,-3.8101664,-14.884583,28.649048
588,1.1279937,-20.670052,-49.048664
589,-9.361505,20.61177,62.85113
590,5.666737,-37.541355,-66.02982
591,63.38792,11.367043,-22.986382
592,-20.39734,14.078356,-53.164883
593,-11.928805,-49.415913,-25.115133
594,-23.409113,15.568573,-63.95787
595,-21.77625,-73.40243,-19.592047
596,-8.876339,49.16354,14.458781
597,-19.366112,-28.888958,8.259821
598,-16.096682,-56.24137,-0.7437583
599,-8.315057,0.63361585,-60.855343
600,-4.5957446,43.49139,12.882148
601,-1.0817355,-32.701443,-77.81485
602,-31.188206,17.012598,-79.170746
603,-4.595512,23.250486,18.304861
604,-5.5111094,-51.492943,-39.67482
605,21.689669,44.36092,38.030582
606,-28.815372,34.000797,58.28458
607,-14.8835335,-9.567653,-26.640047
608,-5.8902483,19.513033,42.073902
609,-21.90482,12.57758,-18.033907
610,-0.062424902,-10.879719,-84.6998
611,-10.078917,-7.3827376,52.62396
612,-32.1504,53.30537,-48.657234
613,-6.5405593,-18.949894,-54.710793
614,-32.05436,15.733246,-10.087653
615,2.8482645,11.314348,-81.21686
616,-14.102611,5.0547156,-8.446316
617,12.515563,-18.389952,24.3197
618,-11.786228,-30.930058,-18.583605
619,-21.012794,7.606465,-70.5677
620,-17.217676,62.730896,25.854988
621,-48.52762,-5.2254896,-46.575943
622,-23.892555,-25.872358,-67.38623
623,-2.6940024,67.971504,19.196272
624,6.696417,71.05744,14.864582
625,-26.799503,25.96557,62.681767
626,-74.64405,33.19715,4.3031306
627,-9.5248,33.080956,-78.1333
628,-23.616858,-33.956593,-64.25468
629,-20.974823,-36.60042,-53.626434
630,-32.47133,47.174953,68.582275
631,63.13582,22.60477,32.03598
632,2.5318542,21.98801,23.652445
633,1.9144721,-27.151375,-63.98942
634,-3.3369331,25.126043,61.67103
635,-22.359493,-58.738697,-26.645082
636,-7.373521,-2.5476427,22.696472
637,28.127274,54.536156,40.90196
638,80.68045,-39.099106,-17.431385
639,31.89779,20.400984,-9.637751
640,-42.94702,-17.05923,53.752197
641,13.40274,5.1256876,12.236528
642,-1.2038518,20.09135,1.6843014
643,23.112722,66.89737,-11.156446
644,-20.382933,33.772736,71.257
645,-6.995016,15.627063,-1.0675353
646,9.247855,67.18795,-2.4053586
647,2.8554296,27.488688,-35.45493
648,12.273143,66.96455,22.663067
649,-53.33916,3.2705066,-34.84504
650,-12.467166,52.66604,44.963123
651,-4.861549,43.271004,22.16695
652,10.926513,-23.656233,14.367644
653,22.33142,-14.760944,-79.54615
654,-5.0927467,-9.766835,-77.01973
655,24.120197,12.779927,-32.540855
656,-54.34575,14.863588,52.368008
657,-16.915808,-22.09343,-64.643616
658,0.31113148,52.362713,14.01413
659,67.11191,57.631153,-6.6588836
660,-43.492477,-33.81841,-28.90513
661,-9.698641,39.335144,-75.70294
662,2.4697773,49.424427,-8.708919
663,28.173986,50.100533,53.297134
664,-57.11371,51.91385,-33.16687
665,-36.435955,13.134205,-27.288757
666,8.905546,56.44655,26.933945
667,-8.08683,21.389526,49.79708
668,11.962285,29.92054,59.440853
669,-6.9776206,29.835363,29.954378
670,17.41972,69.01592,39.528503
671,9.799706,58.17682,40.94995
672,-18.643908,14.121962,59.632114
673,-9.121038,46.849228,43.279778
674,-21.826275,17.703566,-80.937996
675,7.374235,57.23097,33.842102
676,-38.308456,-10.448186,-43.722782
677,-26.273815,4.4383492,-5.754623
678,-34.584938,-21.356009,-32.615997
679,21.293978,-24.826765,6.422086
680,-0.27551633,33.362194,-7.0940104
681,-3.5154524,27.12952,-58.50095
682,-17.774834,12.607796,-6.7351594
683,-21.7006,-15.015285,-15.436071
684,-67.71388,13.406665,-10.526482
685,-13.549954,36.26209,26.86041
686,29.231943,-23.658192,35.779274
687,0.8030055,68.969986,29.532104
688,11.155072,35.920353,-46.29984
689,-15.102465,-22.343092,28.800755
690,-2.0533397,-61.5113,-50.758663
691,21.05865,60.48924,-13.767253
692,12.652618,16.538553,64.58567
693,10.55887,20.182566,53.809345
694,3.3534122,27.565653,42.941135
695,-5.505331,33.06349,-84.37475
696,2.6560805,3.1430843,23.210537
697,-14.017416,0.20208165,48.92881
698,7.454793,2.7501893,32.380905
699,-6.9905868,23.443558,31.843224
700,-28.721943,-18.206331,-48.89283
701,5.890737,-3.6936736,-43.95981
702,5.129886,-63.71422,-51.591488
703,24.721132,80.94284,-33.331738
704,6.36709,2.0279245,-74.56865
705,1.3983548,31.581507,31.092241
706,-12.970959,12.892822,65.49343
707,-5.0708394,-45.06581,-45.720074
708,-2.4852529,32.74168,72.53706
709,3.814018,11.195383,6.1543403
710,14.949392,-18.729975,-87.324455
711,-15.704158,20.899734,25.994345
712,18.779793,33.599983,-52.989723
713,-15.983473,-2.541386,-4.6461782
714,-30.649302,-2.3277428,49.344807
715,14.50721,0.56125164,-0.51922923
716,2.2270718,66.85531,40.37238
717,18.001362,-12.508041,-73.01427
718,51.92028,47.785446,-26.438904
719,-44.616917,70.339615,-5.826001
720,-0.9146493,36.8755,41.748867
721,10.642652,15.552159,-74.71645
722,27.96481,69.22557,20.071281
723,-34.410084,-30.9541,-55.597942
724,-37.375942,-20.804726,-6.1711717
725,-26.794765,62.306934,49.804432
726,62.772686,13.016271,36.79379
727,16.849165,63.019146,31.232138
728,-8.696525,69.23804,37.366676
729,19.213129,61.61747,42.329052
730,-6.0697665,-15.166429,51.304493
731,-12.992542,-24.8757,16.672728
732,-56.317566,8.627651,35.389793
733,20.765778,29.02097,54.96714
